date,water,muni,species,qty,size,county,year
2017-05-18,BAKER P,TOMHEGAN TWP,BROOK TROUT,750,10,Somerset County,2017
2017-05-24,BAKER P,SOLON,BROOK TROUT,400,10,Somerset County,2017
2017-10-19,BAKER P,SOLON,BROOK TROUT,100,14,Somerset County,2017
2017-10-11,BASIN P,PIERCE POND TWP,BROOK TROUT,1750,6,Somerset County,2017
2017-10-11,BEAN P,PLEASANT RIDGE PLT,BROOK TROUT,1000,6,Somerset County,2017
2017-10-10,BEAVER P,FORSYTH TWP,BROOK TROUT,150,6,Somerset County,2017
2017-10-11,BILL MORRIS P,T3 R5 BKP WKR,BROOK TROUT,500,6,Somerset County,2017
2017-10-11,BLACK HILL P,EMBDEN,BROOK TROUT,1250,6,Somerset County,2017
2017-05-09,BRASSUA L,TAUNTON & RAYNHAM A,L.L. SALMON,500,8,Somerset County,2017
2017-05-10,CARRABASSETT R,NEW PORTLAND,BROOK TROUT,300,10,Somerset County,2017
2017-06-01,CARRABASSETT R,NEW PORTLAND,BROOK TROUT,300,10,Somerset County,2017
2017-06-07,CARRABASSETT R,NEW PORTLAND,RAINBOW TROUT,424,7,Somerset County,2017
2017-10-27,CARRABASSETT R,NEW PORTLAND,BROOK TROUT,50,13,Somerset County,2017
2017-05-18,CARRABASSETT STREAM,CANAAN,BROOK TROUT,300,10,Somerset County,2017
2017-06-14,CHASE P,MOSCOW,BROOK TROUT,388,10,Somerset County,2017
2017-10-12,CHASE P,MOSCOW,BROOK TROUT,1000,7,Somerset County,2017
2017-10-19,CHASE STREAM P (LITTLE),MISERY TWP,BROOK TROUT,575,7,Somerset County,2017
2017-06-14,CHUB P,HOBBSTOWN TWP,BROOK TROUT,250,10,Somerset County,2017
2017-10-10,CLEARWATER P,PRENTISS TWP T4 R4 N,BROOK TROUT,120,6,Somerset County,2017
2017-10-10,CLEARWATER P,ATTEAN TWP,BROOK TROUT,350,6,Somerset County,2017
2017-06-06,CROCKER P,DENNISTOWN PLT,BROOK TROUT,2200,10,Somerset County,2017
2017-10-10,DAYMOND P,MOOSE RIVER,BROOK TROUT,425,7,Somerset County,2017
2017-06-02,DEAD RIVER,T3 R4 BKP WKR,BROOK TROUT,1000,10,Somerset County,2017
2017-06-02,DEAD RIVER,T3 R4 BKP WKR,L.L. SALMON,100,8,Somerset County,2017
2017-06-13,DEAD RIVER,T3 R4 BKP WKR,L.L. SALMON,105,8,Somerset County,2017
2017-10-18,DEAD RIVER,T3 R4 BKP WKR,BROOK TROUT,250,13,Somerset County,2017
2017-11-01,DEAD RIVER,T3 R4 BKP WKR,L.L. SALMON,100,14,Somerset County,2017
2017-10-10,DEMO P,ROCKWOOD STRIP T2 R,BROOK TROUT,3800,7,Somerset County,2017
2017-10-11,DIMMICK P (BIG),CARATUNK,BROOK TROUT,2600,6,Somerset County,2017
2017-10-11,DIMMICK P (LITTLE),CARATUNK,BROOK TROUT,2500,6,Somerset County,2017
2017-10-13,EAST P,SMITHFIELD,BROWN TROUT,800,11,Somerset County,2017
2017-11-14,EAST P,SMITHFIELD,BROOK TROUT,350,13,Somerset County,2017
2017-05-01,EMBDEN P,EMBDEN,BROOK TROUT,1000,10,Somerset County,2017
2017-10-12,EMBDEN P,EMBDEN,BROOK TROUT,1000,7,Somerset County,2017
2017-10-17,EMBDEN P,EMBDEN,BROOK TROUT,750,13,Somerset County,2017
2017-11-27,EMBDEN P,EMBDEN,BROOK TROUT,50,13,Somerset County,2017
2017-10-23,FAHI P,EMBDEN,BROOK TROUT,300,13,Somerset County,2017
2017-11-27,FAHI P,EMBDEN,BROOK TROUT,50,13,Somerset County,2017
2017-04-21,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,300,9,Somerset County,2017
2017-05-05,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,300,9,Somerset County,2017
2017-11-01,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,75,13,Somerset County,2017
2017-11-01,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,250,8,Somerset County,2017
2017-10-10,FISH P,THORNDIKE TWP,BROOK TROUT,3050,7,Somerset County,2017
2017-10-11,FISH P,MOXIE GORE,BROOK TROUT,750,6,Somerset County,2017
2017-05-08,FLAGSTAFF L,DEAD RIVER TWP,L.L. SALMON,1500,8,Somerset County,2017
2017-06-13,FLAGSTAFF L,DEAD RIVER TWP,L.L. SALMON,420,8,Somerset County,2017
2017-10-17,FLAGSTAFF L,DEAD RIVER TWP,BROOK TROUT,1500,7,Somerset County,2017
2017-10-13,GREAT MOOSE L,HARTLAND,BROWN TROUT,800,11,Somerset County,2017
2017-10-10,HALE P,ALDER BROOK TWP,BROOK TROUT,800,7,Somerset County,2017
2017-05-10,HARMONY FIRE P,HARMONY,BROOK TROUT,100,9,Somerset County,2017
2017-06-06,HEALD STREAM,JACKMAN,BROOK TROUT,500,10,Somerset County,2017
2017-05-10,HIGGINS B,HARMONY,BROOK TROUT,200,9,Somerset County,2017
2017-04-21,HIGHT P,SKOWHEGAN,BROOK TROUT,100,9,Somerset County,2017
2017-05-05,HIGHT P,SKOWHEGAN,BROOK TROUT,100,9,Somerset County,2017
2017-05-17,HOLEB P,HOLEB TWP,BROOK TROUT,1000,9,Somerset County,2017
2017-05-17,HOLEB P,HOLEB TWP,L.L. SALMON,375,8,Somerset County,2017
2017-05-17,HOLEB P,HOLEB TWP,SPLAKE,500,10,Somerset County,2017
2017-05-24,HORSESHOE P,PIERCE POND TWP,BROOK TROUT,75,10,Somerset County,2017
2017-11-03,INDIAN P (BIG),SAINT ALBANS,BROOK TROUT,500,13,Somerset County,2017
2017-10-19,INDIAN P (LITTLE),SQUARETOWN TWP,BROOK TROUT,1250,7,Somerset County,2017
2017-05-19,INDIAN STREAM,SAINT ALBANS,BROOK TROUT,300,10,Somerset County,2017
2017-05-24,KENNEBEC R,ANSON,BROWN TROUT,3850,9,Somerset County,2017
2017-05-25,KENNEBEC R,ANSON,BROWN TROUT,400,9,Somerset County,2017
2017-05-25,KENNEBEC R,SKOWHEGAN,BROWN TROUT,2000,9,Somerset County,2017
2017-05-25,KENNEBEC R,EMBDEN,BROWN TROUT,650,9,Somerset County,2017
2017-05-25,KENNEBEC R,SOLON,BROWN TROUT,750,9,Somerset County,2017
2017-06-08,KENNEBEC R,SAPLING TWP,BROOK TROUT,1500,10,Somerset County,2017
2017-06-26,KENNEBEC R,SOLON,BROOK TROUT,200,10,Somerset County,2017
2017-09-21,KENNEBEC R,SAPLING TWP,BROOK TROUT,825,13,Somerset County,2017
2017-10-16,KENNEBEC R,SOLON,BROWN TROUT,1000,12,Somerset County,2017
2017-10-19,KENNEBEC R,FAIRFIELD,BROWN TROUT,1000,12,Somerset County,2017
2017-10-23,KENNEBEC R,ANSON,BROOK TROUT,500,14,Somerset County,2017
2017-10-27,KENNEBEC R,FAIRFIELD,BROWN TROUT,1000,12,Somerset County,2017
2017-05-24,KILGORE P,PIERCE POND TWP,BROOK TROUT,500,10,Somerset County,2017
2017-10-11,KILGORE P (UPPER),PIERCE POND TWP,BROOK TROUT,250,7,Somerset County,2017
2017-10-11,KING P,BOWTOWN TWP,BROOK TROUT,450,7,Somerset County,2017
2017-05-25,KNIGHTS P,SQUARETOWN TWP,BROOK TROUT,400,10,Somerset County,2017
2017-05-18,LAKE GEORGE,CANAAN,BROOK TROUT,200,10,Somerset County,2017
2017-10-31,LAKE GEORGE,CANAAN,RAINBOW TROUT,510,12,Somerset County,2017
2017-11-08,LAKE GEORGE,CANAAN,BROOK TROUT,400,13,Somerset County,2017
2017-10-10,LANE P (LITTLE),HAMMOND TWP,BROOK TROUT,300,7,Somerset County,2017
2017-05-04,LONG (MARTIN) P,THE FORKS PLT,BROOK TROUT,500,9,Somerset County,2017
2017-05-09,LONG P,LONG POND TWP,BROOK TROUT,3000,9,Somerset County,2017
2017-05-09,LONG P,TAUNTON & RAYNHAM A,L.L. SALMON,100,8,Somerset County,2017
2017-05-25,LONG P,TAUNTON & RAYNHAM A,BROOK TROUT,1800,10,Somerset County,2017
2017-10-04,LONG P,FORSYTH TWP,BROOK TROUT,1000,7,Somerset County,2017
2017-10-10,LOON P,ATTEAN TWP,BROOK TROUT,750,7,Somerset County,2017
2017-10-11,LOST P,PLEASANT RIDGE PLT,BROOK TROUT,750,6,Somerset County,2017
2017-10-10,LUTHER P,THORNDIKE TWP,BROOK TROUT,1500,7,Somerset County,2017
2017-05-04,MACDOUGALL P,CARATUNK,BROOK TROUT,200,9,Somerset County,2017
2017-10-18,MACDOUGALL P,CARATUNK,BROOK TROUT,100,13,Somerset County,2017
2017-10-04,MCKENNEY P,HOLEB TWP,BROOK TROUT,1000,7,Somerset County,2017
2017-05-19,MILL STREAM,EMBDEN,BROOK TROUT,70,10,Somerset County,2017
2017-05-25,MILL STREAM,EMBDEN,BROOK TROUT,70,10,Somerset County,2017
2017-06-02,MILL STREAM,EMBDEN,BROOK TROUT,70,10,Somerset County,2017
2017-06-02,MOORES P,LEXINGTON TWP,BROOK TROUT,100,10,Somerset County,2017
2017-10-11,MOOSE P,BOWTOWN TWP,BROOK TROUT,750,6,Somerset County,2017
2017-05-09,MOOSE R,SANDWICH ACADEMY G,L.L. SALMON,50,8,Somerset County,2017
2017-05-17,MOOSEHEAD L,ROCKWOOD STRIP T1 R,L.L. SALMON,1500,8,Somerset County,2017
2017-05-19,MORRILL P,HARTLAND,BROOK TROUT,250,10,Somerset County,2017
2017-09-28,MORRILL P,HARTLAND,BROWN TROUT,150,11,Somerset County,2017
2017-11-03,MORRILL P,HARTLAND,BROOK TROUT,250,13,Somerset County,2017
2017-10-11,MOSQUITO P,THE FORKS PLT,BROOK TROUT,3000,6,Somerset County,2017
2017-05-25,MOUNTAIN DIMMICK P,CARATUNK,BROOK TROUT,1600,2,Somerset County,2017
2017-05-08,MOXIE P,THE FORKS PLT,BROOK TROUT,400,9,Somerset County,2017
2017-05-08,MOXIE P,THE FORKS PLT,L.L. SALMON,1000,8,Somerset County,2017
2017-06-05,MOXIE P,THE FORKS PLT,BROOK TROUT,2600,10,Somerset County,2017
2017-11-29,MOXIE P,THE FORKS PLT,BROOK TROUT,500,8,Somerset County,2017
2017-10-10,OTTER P,SANDWICH ACADEMY G,BROOK TROUT,475,7,Somerset County,2017
2017-10-11,OTTER P,BOWTOWN TWP,BROOK TROUT,5000,7,Somerset County,2017
2017-10-10,OTTER P (LITTLE),SANDWICH ACADEMY G,BROOK TROUT,200,7,Somerset County,2017
2017-10-11,OTTER P (NORTH),BOWTOWN TWP,BROOK TROUT,3000,6,Somerset County,2017
2017-10-11,PALMER P,MAYFIELD TWP,BROOK TROUT,1400,6,Somerset County,2017
2017-05-02,PARLIN P,PARLIN POND TWP,BROOK TROUT,2700,10,Somerset County,2017
2017-05-24,PIERCE P,PIERCE POND TWP,L.L. SALMON,900,8,Somerset County,2017
2017-10-10,RANCOURT P,DENNISTOWN PLT,BROOK TROUT,450,7,Somerset County,2017
2017-10-10,RODERIQUE P,ROCKWOOD STRIP T2 R,BROOK TROUT,450,7,Somerset County,2017
2017-05-18,ROWE P,PLEASANT RIDGE PLT,BROOK TROUT,1000,10,Somerset County,2017
2017-05-18,SANDY P,EMBDEN,BROWN TROUT,200,9,Somerset County,2017
2017-10-23,SANDY P,EMBDEN,BROOK TROUT,200,13,Somerset County,2017
2017-11-27,SANDY P,EMBDEN,BROOK TROUT,50,13,Somerset County,2017
2017-05-09,SANDY R,NORRIDGEWOCK,BROWN TROUT,1000,8,Somerset County,2017
2017-06-06,SANDY STREAM,JACKMAN,BROOK TROUT,500,10,Somerset County,2017
2017-05-23,SEBASTICOOK R,PITTSFIELD,BROOK TROUT,750,10,Somerset County,2017
2017-10-18,SMITH (WEEKS) P,BRIGHTON PLT,BROOK TROUT,300,13,Somerset County,2017
2017-11-08,SMITH (WEEKS) P,BRIGHTON PLT,BROWN TROUT,400,12,Somerset County,2017
2017-10-10,SMITH P,PARLIN POND TWP,BROOK TROUT,650,7,Somerset County,2017
2017-10-10,SPAULDING P,DOLE BROOK TWP,BROOK TROUT,550,7,Somerset County,2017
2017-06-07,SPRING L,T3 R4 BKP WKR,BROOK TROUT,1000,10,Somerset County,2017
2017-11-08,SPRING L,T3 R4 BKP WKR,BROOK TROUT,500,7,Somerset County,2017
2017-11-08,SPRING L,T3 R4 BKP WKR,BROOK TROUT,350,13,Somerset County,2017
2017-10-11,SPRUCE P,LEXINGTON TWP,BROOK TROUT,2000,6,Somerset County,2017
2017-10-10,SUGAR BERTH P,DENNISTOWN PLT,BROOK TROUT,900,7,Somerset County,2017
2017-05-17,SUPPLY P,MOOSE RIVER,BROOK TROUT,400,10,Somerset County,2017
2017-05-04,TIBBETTS P,CONCORD TWP,BROOK TROUT,100,9,Somerset County,2017
2017-06-05,TIBBETTS P,CONCORD TWP,BROOK TROUT,100,10,Somerset County,2017
2017-10-18,TIBBETTS P,CONCORD TWP,BROOK TROUT,150,13,Somerset County,2017
2017-10-10,TRICKEY P,ALDER BROOK TWP,BROOK TROUT,450,7,Somerset County,2017
2017-05-02,WENTWORTH P,SOLON,BROWN TROUT,200,8,Somerset County,2017
2017-05-03,WENTWORTH P,SOLON,BROOK TROUT,400,10,Somerset County,2017
2017-10-16,WENTWORTH P,SOLON,BROOK TROUT,750,13,Somerset County,2017
2017-10-16,WENTWORTH P,SOLON,SPLAKE,150,13,Somerset County,2017
2017-05-25,WESSERUNSETT L,MADISON,BROWN TROUT,2200,9,Somerset County,2017
2017-10-19,WESSERUNSETT L,MADISON,BROOK TROUT,1000,13,Somerset County,2017
2017-10-24,WESSERUNSETT L,MADISON,BROWN TROUT,50,18,Somerset County,2017
2017-11-01,WESSERUNSETT L,MADISON,BROOK TROUT,1000,13,Somerset County,2017
2017-11-16,WESSERUNSETT L,MADISON,BROOK TROUT,191,13,Somerset County,2017
2017-11-17,WESSERUNSETT L,MADISON,BROOK TROUT,50,19,Somerset County,2017
2017-05-19,WESSERUNSETT STREAM,ATHENS,BROWN TROUT,500,8,Somerset County,2017
2017-05-09,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,BROOK TROUT,600,9,Somerset County,2017
2017-05-09,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,L.L. SALMON,500,8,Somerset County,2017
2017-05-25,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,BROOK TROUT,600,10,Somerset County,2017
2017-06-08,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,BROOK TROUT,600,10,Somerset County,2017
2017-10-03,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,BROOK TROUT,400,13,Somerset County,2017
2017-05-02,WOOD P (BIG),ATTEAN TWP,BROOK TROUT,2150,10,Somerset County,2017
2017-05-09,WOOD P (BIG),ATTEAN TWP,L.L. SALMON,500,8,Somerset County,2017
2017-10-19,WOOD P (BIG),ATTEAN TWP,SPLAKE,1000,14,Somerset County,2017
2017-10-23,WOOD P (BIG),ATTEAN TWP,BROOK TROUT,750,14,Somerset County,2017
2017-10-26,WOOD P (BIG),ATTEAN TWP,BROOK TROUT,750,13,Somerset County,2017
2017-11-02,WOOD P (BIG),ATTEAN TWP,BROOK TROUT,100,17,Somerset County,2017
2017-05-15,WOOD P (LITTLE BIG),DENNISTOWN PLT,SPLAKE,500,10,Somerset County,2017
2017-05-01,WYMAN L,MOSCOW,SPLAKE,1000,10,Somerset County,2017
2017-05-15,WYMAN L,MOSCOW,L.L. SALMON,500,8,Somerset County,2017
2017-10-16,WYMAN L,MOSCOW,BROOK TROUT,800,13,Somerset County,2017
2017-10-25,WYMAN L,MOSCOW,SPLAKE,1000,14,Somerset County,2017
2017-04-24,BOWLER (BELTON) P,PALERMO,BROOK TROUT,400,10,Waldo County,2017
2017-04-24,DUTTON P,KNOX,BROOK TROUT,100,10,Waldo County,2017
2017-11-21,DUTTON P,KNOX,BROOK TROUT,350,9,Waldo County,2017
2017-11-21,DUTTON P,KNOX,BROOK TROUT,200,13,Waldo County,2017
2017-11-21,DUTTON P,KNOX,BROOK TROUT,25,19,Waldo County,2017
2017-11-21,DUTTON P,KNOX,BROWN TROUT,50,12,Waldo County,2017
2017-04-26,GOOSE RIVER,SWANVILLE,BROOK TROUT,300,10,Waldo County,2017
2017-04-26,GOOSE RIVER,BELFAST,BROOK TROUT,100,10,Waldo County,2017
2017-04-26,HALFMOON P,PROSPECT,BROOK TROUT,300,10,Waldo County,2017
2017-11-21,HALFMOON P,PROSPECT,BROOK TROUT,25,19,Waldo County,2017
2017-11-29,HALFMOON P,PROSPECT,BROOK TROUT,350,13,Waldo County,2017
2017-04-25,LEVENSELLER P,SEARSMONT,BROOK TROUT,300,10,Waldo County,2017
2017-11-16,LEVENSELLER P,SEARSMONT,BROOK TROUT,30,19,Waldo County,2017
2017-11-30,LEVENSELLER P,SEARSMONT,BROOK TROUT,200,13,Waldo County,2017
2017-11-30,LEVENSELLER P,SEARSMONT,BROOK TROUT,400,8,Waldo County,2017
2017-11-02,MEGUNTICOOK L,LINCOLNVILLE,RAINBOW TROUT,860,11,Waldo County,2017
2017-11-07,MEGUNTICOOK L,LINCOLNVILLE,BROWN TROUT,200,12,Waldo County,2017
2017-04-24,MIXER P,KNOX,BROOK TROUT,150,10,Waldo County,2017
2017-04-25,MOODY P,LINCOLNVILLE,BROOK TROUT,250,10,Waldo County,2017
2017-11-30,MOODY P,LINCOLNVILLE,BROOK TROUT,250,8,Waldo County,2017
2017-11-30,MOODY P,LINCOLNVILLE,BROOK TROUT,200,13,Waldo County,2017
2017-11-07,NORTON P,LINCOLNVILLE,BROOK TROUT,100,13,Waldo County,2017
2017-11-07,NORTON P,LINCOLNVILLE,BROWN TROUT,100,12,Waldo County,2017
2017-11-28,QUANTABACOOK L,SEARSMONT,BROOK TROUT,450,13,Waldo County,2017
2017-04-20,SAINT GEORGE L,LIBERTY,BROOK TROUT,700,10,Waldo County,2017
2017-05-24,SAINT GEORGE L,LIBERTY,L.L. SALMON,1000,8,Waldo County,2017
2017-12-01,SAINT GEORGE L,LIBERTY,BROOK TROUT,2000,8,Waldo County,2017
2017-05-03,SAINT GEORGE R,SEARSMONT,BROOK TROUT,600,10,Waldo County,2017
2017-05-03,SAINT GEORGE R,SEARSMONT,BROOK TROUT,300,10,Waldo County,2017
2017-05-31,SAINT GEORGE R,SEARSMONT,BROWN TROUT,300,9,Waldo County,2017
2017-12-05,SAINT GEORGE R,SEARSMONT,BROWN TROUT,125,12,Waldo County,2017
2017-04-24,SANBORN P,BROOKS,BROOK TROUT,500,10,Waldo County,2017
2017-11-28,SANBORN P,BROOKS,BROOK TROUT,200,13,Waldo County,2017
2017-11-28,SANBORN P,BROOKS,BROWN TROUT,100,12,Waldo County,2017
2017-05-15,SANDY STREAM,UNITY,BROOK TROUT,500,10,Waldo County,2017
2017-05-23,SEBASTICOOK R,BURNHAM,BROOK TROUT,250,10,Waldo County,2017
2017-04-25,SHEEPSCOT P,PALERMO,BROOK TROUT,1000,10,Waldo County,2017
2017-05-31,SHEEPSCOT P,PALERMO,BROOK TROUT,1000,10,Waldo County,2017
2017-12-05,SHEEPSCOT P,PALERMO,BROOK TROUT,500,13,Waldo County,2017
2017-04-26,SWAN L,SWANVILLE,BROOK TROUT,500,10,Waldo County,2017
2017-05-24,SWAN L,SWANVILLE,L.L. SALMON,600,8,Waldo County,2017
2017-11-29,SWAN L,SWANVILLE,BROOK TROUT,500,13,Waldo County,2017
2017-10-06,ACKLEY P,CUTLER,BROOK TROUT,400,7,Washington County,2017
2017-10-24,BERRYPATCH P,T31 MD BPP - DAY BLOC,BROOK TROUT,25,13,Washington County,2017
2017-10-24,BERRYPATCH P,T31 MD BPP - DAY BLOC,BROOK TROUT,150,8,Washington County,2017
2017-04-26,BIG L,GRAND LAKE STREAM P,L.L. SALMON,1500,7,Washington County,2017
2017-10-23,BOG L,NORTHFIELD,L.L. SALMON,300,13,Washington County,2017
2017-11-27,BOG L,NORTHFIELD,BROOK TROUT,75,19,Washington County,2017
2017-11-30,BOG L,NORTHFIELD,BROOK TROUT,450,13,Washington County,2017
2017-12-06,BOG L,NORTHFIELD,L.L. SALMON,50,18,Washington County,2017
2017-10-23,BOYDEN L,PERRY,L.L. SALMON,400,13,Washington County,2017
2017-05-10,CATHANCE L,NO 14 TWP - CATHANCE,L.L. SALMON,900,7,Washington County,2017
2017-04-28,CLARK B (MAGURREWOCK S),CALAIS,BROOK TROUT,150,10,Washington County,2017
2017-04-28,COBSCOOK BAY STATE PARK P,EDMUNDS TWP,BROOK TROUT,400,10,Washington County,2017
2017-05-23,COLEBACK L,CHARLOTTE,SPLAKE,50,11,Washington County,2017
2017-05-05,FARROW L,TOPSFIELD,BROOK TROUT,1000,10,Washington County,2017
2017-10-17,FARROW L,TOPSFIELD,BROOK TROUT,275,13,Washington County,2017
2017-04-25,FOXHOLE P,DEBLOIS,BROOK TROUT,150,10,Washington County,2017
2017-10-25,FOXHOLE P,DEBLOIS,BROOK TROUT,50,13,Washington County,2017
2017-10-25,FOXHOLE P,DEBLOIS,BROOK TROUT,250,8,Washington County,2017
2017-11-30,FOXHOLE P,DEBLOIS,BROOK TROUT,25,17,Washington County,2017
2017-05-10,GARDNER L,EAST MACHIAS,L.L. SALMON,1500,7,Washington County,2017
2017-10-25,GOULDING L,ROBBINSTON,BROOK TROUT,1100,7,Washington County,2017
2017-11-30,GOULDING L,ROBBINSTON,BROOK TROUT,50,13,Washington County,2017
2017-05-03,GRAND L (EAST),DANFORTH,BROOK TROUT,2000,11,Washington County,2017
2017-05-19,GRAND L (EAST),DANFORTH,L.L. SALMON,2500,7,Washington County,2017
2017-10-17,GRAND L (EAST),DANFORTH,BROOK TROUT,500,13,Washington County,2017
2017-05-16,GRAND L (WEST),T6 ND BPP,L.L. SALMON,10200,7,Washington County,2017
2017-05-02,GRAND LAKE STREAM,GRAND LAKE STREAM P,BROOK TROUT,400,11,Washington County,2017
2017-05-26,GRAND LAKE STREAM,GRAND LAKE STREAM P,L.L. SALMON,100,12,Washington County,2017
2017-05-25,GRAND LAKE STREAM CANAL,GRAND LAKE STREAM P,BROOK TROUT,400,12,Washington County,2017
2017-05-23,GREENLAND P (LITTLE),DANFORTH,BROOK TROUT,300,10,Washington County,2017
2017-05-23,HOSEA PUG L,T26 ED BPP,SPLAKE,150,11,Washington County,2017
2017-04-28,INDIAN L,WHITING,BROOK TROUT,600,10,Washington County,2017
2017-10-18,INDIAN L,WHITING,BROOK TROUT,6000,8,Washington County,2017
2017-10-24,INDIAN L,WHITING,BROOK TROUT,200,13,Washington County,2017
2017-11-30,INDIAN L,WHITING,BROOK TROUT,50,17,Washington County,2017
2017-10-06,JAMES P,CHARLOTTE,BROOK TROUT,1250,7,Washington County,2017
2017-05-23,KEELEY L,MARSHFIELD,SPLAKE,100,11,Washington County,2017
2017-09-27,KEENE L,CALAIS,BROOK TROUT,4000,7,Washington County,2017
2017-10-24,KEENE L,CALAIS,BROOK TROUT,150,13,Washington County,2017
2017-05-17,LAMBERT L,LAMBERT LAKE TWP,L.L. SALMON,350,7,Washington County,2017
2017-10-12,LAMBERT L,LAMBERT LAKE TWP,BROOK TROUT,1000,7,Washington County,2017
2017-10-17,LAMBERT L,LAMBERT LAKE TWP,BROOK TROUT,275,13,Washington County,2017
2017-10-06,LEDGE (BALD LEDGE) P,CHARLOTTE,BROOK TROUT,675,7,Washington County,2017
2017-04-28,LILY L,TRESCOTT TWP,BROOK TROUT,150,10,Washington County,2017
2017-10-25,LILY L,TRESCOTT TWP,BROOK TROUT,1100,7,Washington County,2017
2017-05-23,LONG L,MARION TWP,SPLAKE,200,11,Washington County,2017
2017-10-23,LOVE L,T19 ED BPP,L.L. SALMON,200,13,Washington County,2017
2017-05-10,MEDDYBEMPS L,BAILEYVILLE,L.L. SALMON,600,7,Washington County,2017
2017-04-25,MEYERS P (NORTH),COLUMBIA,BROOK TROUT,150,10,Washington County,2017
2017-10-25,MEYERS P (NORTH),COLUMBIA,BROOK TROUT,300,8,Washington County,2017
2017-04-25,MEYERS P (SOUTH),COLUMBIA,BROOK TROUT,100,10,Washington County,2017
2017-10-25,MIC-MAC P,DEBLOIS,BROOK TROUT,1000,8,Washington County,2017
2017-04-28,MIDDLE R,MARSHFIELD,BROOK TROUT,450,10,Washington County,2017
2017-10-24,MONEYMAKER L,ROBBINSTON,BROOK TROUT,50,13,Washington County,2017
2017-10-25,MONEYMAKER L,ROBBINSTON,BROOK TROUT,600,7,Washington County,2017
2017-10-18,MONROE L,T43 MD BPP,BROOK TROUT,3150,8,Washington County,2017
2017-10-24,MONROE P (WEST),T43 MD BPP,BROOK TROUT,500,8,Washington County,2017
2017-10-19,MONTEGAIL P,T19 MD BPP,BROOK TROUT,2500,7,Washington County,2017
2017-10-25,MONTEGAIL P,T19 MD BPP,BROOK TROUT,175,13,Washington County,2017
2017-10-23,MOPANG L,DEVEREAUX TWP,L.L. SALMON,300,13,Washington County,2017
2017-10-25,MOPANG L,DEVEREAUX TWP,SPLAKE,400,14,Washington County,2017
2017-05-04,MUSQUASH L (EAST),TOPSFIELD,BROOK TROUT,1000,11,Washington County,2017
2017-05-17,MUSQUASH L (EAST),TOPSFIELD,L.L. SALMON,350,7,Washington County,2017
2017-10-17,MUSQUASH L (EAST),TOPSFIELD,BROOK TROUT,330,13,Washington County,2017
2017-05-16,MUSQUASH L (WEST),T6 R1 NBPP,L.L. SALMON,400,7,Washington County,2017
2017-05-10,"NASHS L",CALAIS,L.L. SALMON,450,7,Washington County,2017
2017-10-24,"NASHS L",CALAIS,BROOK TROUT,400,13,Washington County,2017
2017-10-06,NORSE P,CUTLER,BROOK TROUT,350,7,Washington County,2017
2017-05-25,PEAKED MOUNTAIN P,NORTHFIELD,SPLAKE,550,11,Washington County,2017
2017-10-24,PEEP L,T30 MD BPP,BROOK TROUT,1300,8,Washington County,2017
2017-10-12,PENNAMAQUAN L,CHARLOTTE,BROWN TROUT,1210,12,Washington County,2017
2017-10-25,PIKE BROOK P (EAST),T18 MD BPP,BROOK TROUT,475,8,Washington County,2017
2017-10-25,PIKE BROOK P (WEST),T18 MD BPP,BROOK TROUT,75,13,Washington County,2017
2017-10-25,PIKE BROOK P (WEST),T18 MD BPP,BROOK TROUT,1200,8,Washington County,2017
2017-10-25,PINEO P,DEBLOIS,BROOK TROUT,150,8,Washington County,2017
2017-10-25,PINEO P,DEBLOIS,BROOK TROUT,50,13,Washington County,2017
2017-05-10,PLEASANT L,ALEXANDER,L.L. SALMON,175,7,Washington County,2017
2017-05-17,PLEASANT L,KOSSUTH TWP,L.L. SALMON,700,7,Washington County,2017
2017-06-07,PLEASANT L,KOSSUTH TWP,BROOK TROUT,1000,12,Washington County,2017
2017-05-09,PLEASANT RIVER L,BEDDINGTON,L.L. SALMON,150,7,Washington County,2017
2017-05-24,PLEASANT RIVER L,BEDDINGTON,SPLAKE,700,11,Washington County,2017
2017-12-06,PLEASANT RIVER L,BEDDINGTON,L.L. SALMON,50,18,Washington County,2017
2017-12-07,PLEASANT RIVER L,BEDDINGTON,L.L. SALMON,100,14,Washington County,2017
2017-05-16,POCUMCUS L,T6 ND BPP,L.L. SALMON,800,7,Washington County,2017
2017-10-06,PORK BARREL L,T6 R1 NBPP,BROOK TROUT,650,7,Washington County,2017
2017-10-18,ROUND L,CHARLOTTE,BROWN TROUT,560,12,Washington County,2017
2017-06-06,SALMON P,T30 MD BPP,BROOK TROUT,150,12,Washington County,2017
2017-10-18,SALMON P,T30 MD BPP,BROOK TROUT,50,13,Washington County,2017
2017-10-19,SALMON P,T30 MD BPP,BROOK TROUT,400,7,Washington County,2017
